,Player,Season,School,Conf,Class,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,SOS,Rk,PTS.1,TS%,eFG%,Pos,Player-additional
4390,Jordan Miller,2022-23,Miami (FL),,SR,37.0,37.0,1294.0,218.0,400.0,0.545,186.0,309.0,0.602,32.0,91.0,0.352,98.0,125.0,0.784,76.0,154.0,230.0,99.0,45.0,15.0,49.0,63.0,566.0,,,,,,,,
4391,El Ellis,2022-23,Louisville,,SR,32.0,32.0,1152.0,189.0,461.0,0.41,130.0,276.0,0.471,59.0,185.0,0.319,128.0,158.0,0.81,10.0,74.0,84.0,140.0,31.0,2.0,120.0,52.0,565.0,,,,,,,,
4392,Denver Jones,2022-23,Florida International,,SO,28.0,28.0,935.0,187.0,391.0,0.478,128.0,232.0,0.552,59.0,159.0,0.371,131.0,155.0,0.845,25.0,82.0,107.0,56.0,49.0,1.0,90.0,45.0,564.0,,,,,,,,
4393,Julian Strawther,2022-23,Gonzaga,,JR,37.0,37.0,1154.0,190.0,405.0,0.469,110.0,209.0,0.526,80.0,196.0,0.408,104.0,134.0,0.776,28.0,203.0,231.0,49.0,31.0,16.0,56.0,78.0,564.0,,,,,,,,
4394,Setric Millner Jr.,2022-23,Toledo,,SR,35.0,35.0,1143.0,204.0,411.0,0.496,146.0,273.0,0.535,58.0,138.0,0.42,98.0,125.0,0.784,39.0,169.0,208.0,63.0,37.0,10.0,54.0,79.0,564.0,,,,,,,,
4395,Jalen Slawson,2022-23,Furman,,SR,36.0,36.0,1104.0,193.0,347.0,0.556,152.0,243.0,0.626,41.0,104.0,0.394,134.0,173.0,0.775,64.0,191.0,255.0,115.0,55.0,55.0,93.0,101.0,561.0,,,,,,,,
4396,JT Shumate,2022-23,Toledo,,SR,35.0,35.0,1031.0,200.0,372.0,0.538,143.0,232.0,0.616,57.0,140.0,0.407,104.0,120.0,0.867,60.0,108.0,168.0,48.0,20.0,43.0,28.0,93.0,561.0,,,,,,,,
4397,Jarod Lucas,2022-23,Nevada,,SR,33.0,33.0,1136.0,165.0,400.0,0.413,86.0,191.0,0.45,79.0,209.0,0.378,151.0,175.0,0.863,7.0,80.0,87.0,47.0,12.0,0.0,36.0,45.0,560.0,,,,,,,,
4398,Cameron Tyson,2022-23,Seattle,,SR,30.0,30.0,987.0,177.0,464.0,0.381,80.0,175.0,0.457,97.0,289.0,0.336,108.0,136.0,0.794,32.0,99.0,131.0,25.0,22.0,1.0,54.0,64.0,559.0,,,,,,,,
4399,Kenny Dye,2022-23,Queens (NC),,SR,33.0,33.0,1141.0,188.0,418.0,0.45,137.0,281.0,0.488,51.0,137.0,0.372,132.0,188.0,0.702,31.0,103.0,134.0,157.0,37.0,2.0,96.0,95.0,559.0,,,,,,,,
4400,Grant Basile,2022-23,Virginia Tech,,SR,34.0,33.0,955.0,213.0,409.0,0.521,147.0,240.0,0.613,66.0,169.0,0.391,66.0,93.0,0.71,45.0,137.0,182.0,58.0,15.0,39.0,57.0,82.0,558.0,,,,,,,,
4401,Morris Udeze,2022-23,New Mexico,,SR,34.0,34.0,1081.0,210.0,344.0,0.61,210.0,344.0,0.61,0.0,0.0,,138.0,220.0,0.627,85.0,241.0,326.0,47.0,21.0,28.0,72.0,90.0,558.0,,,,,,,,
4402,Brendan Adams,2022-23,George Washington,,SR,32.0,32.0,1206.0,188.0,400.0,0.47,114.0,205.0,0.556,74.0,195.0,0.379,106.0,127.0,0.835,26.0,109.0,135.0,92.0,21.0,7.0,79.0,62.0,556.0,,,,,,,,
4403,Courvoisier McCauley,2022-23,Indiana State,,SR,35.0,34.0,1070.0,193.0,446.0,0.433,82.0,154.0,0.532,111.0,292.0,0.38,59.0,84.0,0.702,20.0,180.0,200.0,34.0,34.0,9.0,61.0,66.0,556.0,,,,,,,,
4404,Tristan Da Silva,2022-23,Colorado,,JR,35.0,33.0,1081.0,211.0,425.0,0.496,157.0,288.0,0.545,54.0,137.0,0.394,80.0,106.0,0.755,44.0,124.0,168.0,46.0,44.0,13.0,69.0,67.0,556.0,,,,,,,,
4405,Enrique Freeman,2022-23,Akron,,JR,33.0,33.0,1029.0,220.0,357.0,0.616,219.0,354.0,0.619,1.0,3.0,0.333,114.0,185.0,0.616,105.0,265.0,370.0,62.0,20.0,41.0,70.0,72.0,555.0,,,,,,,,
4406,Jahmir Young,2022-23,Maryland,,SR,35.0,35.0,1095.0,184.0,443.0,0.415,142.0,308.0,0.461,42.0,135.0,0.311,143.0,172.0,0.831,40.0,122.0,162.0,107.0,44.0,13.0,79.0,42.0,553.0,,,,,,,,
4407,Rayquawndis Mitchell,2022-23,Kansas City,,SR,32.0,32.0,1135.0,161.0,467.0,0.345,82.0,208.0,0.394,79.0,259.0,0.305,152.0,182.0,0.835,29.0,91.0,120.0,52.0,26.0,2.0,98.0,67.0,553.0,,,,,,,,
4408,Daylen Kountz,2022-23,Northern Colorado,,SR,32.0,31.0,1087.0,187.0,427.0,0.438,154.0,327.0,0.471,33.0,100.0,0.33,145.0,183.0,0.792,18.0,79.0,97.0,93.0,24.0,2.0,81.0,79.0,552.0,,,,,,,,
4409,Mekhi Lairy,2022-23,Miami (OH),,SR,32.0,31.0,1106.0,182.0,391.0,0.465,124.0,234.0,0.53,58.0,157.0,0.369,130.0,141.0,0.922,23.0,82.0,105.0,126.0,38.0,4.0,87.0,66.0,552.0,,,,,,,,
4410,Tyrell Roberts,2022-23,San Francisco,,SR,34.0,34.0,1207.0,188.0,407.0,0.462,100.0,184.0,0.543,88.0,223.0,0.395,88.0,106.0,0.83,13.0,99.0,112.0,78.0,42.0,2.0,52.0,66.0,552.0,,,,,,,,
4411,Jarred Godfrey,2022-23,Purdue Fort Wayne,,SR,31.0,31.0,1028.0,173.0,425.0,0.407,102.0,215.0,0.474,71.0,210.0,0.338,134.0,150.0,0.893,6.0,157.0,163.0,113.0,50.0,14.0,94.0,47.0,551.0,,,,,,,,
4412,Trenton Massner,2022-23,Western Illinois,,SR,29.0,29.0,1031.0,194.0,442.0,0.439,109.0,204.0,0.534,85.0,238.0,0.357,78.0,94.0,0.83,17.0,133.0,150.0,157.0,45.0,9.0,78.0,36.0,551.0,,,,,,,,
4413,Trey Tennyson,2022-23,Texas A&M–Corpus Christi,,SR,35.0,34.0,998.0,185.0,423.0,0.437,85.0,174.0,0.489,100.0,249.0,0.402,81.0,91.0,0.89,11.0,69.0,80.0,43.0,25.0,4.0,63.0,78.0,551.0,,,,,,,,
4414,Blake Hinson,2022-23,Pittsburgh,,JR,36.0,35.0,1142.0,181.0,423.0,0.428,84.0,168.0,0.5,97.0,255.0,0.38,91.0,134.0,0.679,52.0,165.0,217.0,43.0,23.0,19.0,60.0,105.0,550.0,,,,,,,,
4415,Caleb Love,2022-23,North Carolina,,JR,33.0,32.0,1179.0,188.0,497.0,0.378,115.0,253.0,0.455,73.0,244.0,0.299,101.0,132.0,0.765,12.0,110.0,122.0,94.0,35.0,7.0,80.0,61.0,550.0,,,,,,,,
4416,Marcus Domask,2022-23,Southern Illinois,,SR,33.0,33.0,1168.0,188.0,421.0,0.447,134.0,266.0,0.504,54.0,155.0,0.348,120.0,137.0,0.876,25.0,165.0,190.0,125.0,32.0,14.0,96.0,40.0,550.0,,,,,,,,
4417,Jalen Rucker,2022-23,Army,,JR,33.0,33.0,1087.0,204.0,448.0,0.455,154.0,282.0,0.546,50.0,166.0,0.301,90.0,108.0,0.833,13.0,122.0,135.0,118.0,27.0,4.0,92.0,67.0,548.0,,,,,,,,
4418,Shaun Doss Jr.,2022-23,Arkansas–Pine Bluff,,SR,31.0,31.0,1129.0,170.0,411.0,0.414,140.0,320.0,0.438,30.0,91.0,0.33,178.0,216.0,0.824,47.0,95.0,142.0,68.0,45.0,18.0,80.0,75.0,548.0,,,,,,,,
4419,Nate Calmese,2022-23,Lamar,,FR,31.0,31.0,975.0,203.0,422.0,0.481,142.0,256.0,0.555,61.0,166.0,0.367,80.0,106.0,0.755,22.0,57.0,79.0,62.0,36.0,8.0,74.0,43.0,547.0,,,,,,,,
4420,Daniss Jenkins,2022-23,Iona,,JR,35.0,35.0,1178.0,199.0,476.0,0.418,143.0,321.0,0.445,56.0,155.0,0.361,92.0,117.0,0.786,40.0,113.0,153.0,173.0,48.0,20.0,78.0,74.0,546.0,,,,,,,,
4421,Travis Evee,2022-23,Rice,,JR,35.0,35.0,1186.0,177.0,425.0,0.416,98.0,198.0,0.495,79.0,227.0,0.348,113.0,138.0,0.819,9.0,60.0,69.0,94.0,41.0,3.0,70.0,81.0,546.0,,,,,,,,
4422,Chris Harris,2022-23,Southeast Missouri State,,SR,35.0,33.0,1114.0,158.0,423.0,0.374,96.0,226.0,0.425,62.0,197.0,0.315,167.0,217.0,0.77,15.0,149.0,164.0,68.0,33.0,5.0,71.0,54.0,545.0,,,,,,,,
4423,Tristan Enaruna,2022-23,Cleveland State,,JR,35.0,35.0,1118.0,213.0,413.0,0.516,203.0,360.0,0.564,10.0,53.0,0.189,109.0,158.0,0.69,82.0,147.0,229.0,48.0,37.0,41.0,57.0,53.0,545.0,,,,,,,,
4424,Dayvion McKnight,2022-23,Western Kentucky,,JR,33.0,33.0,1098.0,199.0,436.0,0.456,180.0,380.0,0.474,19.0,56.0,0.339,127.0,151.0,0.841,52.0,113.0,165.0,125.0,59.0,3.0,110.0,73.0,544.0,,,,,,,,
4425,Kyle Filipowski,2022-23,Duke,,FR,36.0,36.0,1047.0,189.0,429.0,0.441,154.0,305.0,0.505,35.0,124.0,0.282,130.0,170.0,0.765,90.0,233.0,323.0,56.0,46.0,26.0,90.0,93.0,543.0,,,,,,,,
4426,Jaelen House,2022-23,New Mexico,,SR,32.0,32.0,1008.0,170.0,392.0,0.434,113.0,241.0,0.469,57.0,151.0,0.377,145.0,170.0,0.853,14.0,112.0,126.0,149.0,86.0,20.0,71.0,79.0,542.0,,,,,,,,
4427,Kameron Jones,2022-23,Marquette,,SO,36.0,36.0,1073.0,201.0,435.0,0.462,101.0,157.0,0.643,100.0,278.0,0.36,40.0,61.0,0.656,8.0,120.0,128.0,72.0,50.0,5.0,36.0,50.0,542.0,,,,,,,,
4428,Ryan Kalkbrenner,2022-23,Creighton,,JR,34.0,34.0,1096.0,219.0,315.0,0.695,213.0,296.0,0.72,6.0,19.0,0.316,97.0,122.0,0.795,85.0,123.0,208.0,41.0,21.0,72.0,50.0,63.0,541.0,,,,,,,,
4429,Colby Jones,2022-23,Xavier,,JR,36.0,36.0,1223.0,207.0,407.0,0.509,162.0,288.0,0.563,45.0,119.0,0.378,81.0,124.0,0.653,45.0,161.0,206.0,158.0,47.0,20.0,84.0,77.0,540.0,,,,,,,,
4430,Darius Quisenberry,2022-23,Fordham,,SR,32.0,31.0,1128.0,162.0,421.0,0.385,92.0,199.0,0.462,70.0,222.0,0.315,146.0,177.0,0.825,14.0,109.0,123.0,102.0,38.0,1.0,53.0,70.0,540.0,,,,,,,,
4431,Tyler Harris,2022-23,South Florida,,SR,32.0,32.0,1027.0,174.0,440.0,0.395,77.0,188.0,0.41,97.0,252.0,0.385,95.0,114.0,0.833,20.0,68.0,88.0,107.0,30.0,4.0,80.0,82.0,540.0,,,,,,,,
4432,Kobe Brown,2022-23,Missouri,,SR,34.0,34.0,1005.0,194.0,351.0,0.553,143.0,239.0,0.598,51.0,112.0,0.455,99.0,125.0,0.792,61.0,155.0,216.0,86.0,50.0,15.0,56.0,84.0,538.0,,,,,,,,
4433,Walter Clayton Jr.,2022-23,Iona,,SO,32.0,31.0,969.0,182.0,400.0,0.455,110.0,233.0,0.472,72.0,167.0,0.431,102.0,107.0,0.953,18.0,118.0,136.0,103.0,59.0,19.0,57.0,77.0,538.0,,,,,,,,
4434,Brice Sensabaugh,2022-23,Ohio State,,FR,33.0,21.0,809.0,197.0,410.0,0.48,137.0,262.0,0.523,60.0,148.0,0.405,83.0,100.0,0.83,42.0,135.0,177.0,38.0,18.0,13.0,67.0,82.0,537.0,,,,,,,,
4435,Dawson Baker,2022-23,UC Irvine,,JR,35.0,35.0,956.0,188.0,403.0,0.467,140.0,273.0,0.513,48.0,130.0,0.369,113.0,142.0,0.796,18.0,93.0,111.0,43.0,28.0,2.0,57.0,60.0,537.0,,,,,,,,
4436,Grant Nelson,2022-23,North Dakota State,,JR,30.0,30.0,920.0,199.0,382.0,0.521,174.0,289.0,0.602,25.0,93.0,0.269,113.0,157.0,0.72,65.0,213.0,278.0,63.0,23.0,50.0,78.0,81.0,536.0,,,,,,,,
4437,Kam Woods,2022-23,North Carolina A&T,,SO,31.0,30.0,1082.0,177.0,460.0,0.385,94.0,214.0,0.439,83.0,246.0,0.337,99.0,139.0,0.712,30.0,99.0,129.0,101.0,51.0,0.0,76.0,61.0,536.0,,,,,,,,
4438,Tolu Smith III,2022-23,Mississippi State,,SR,34.0,34.0,941.0,194.0,339.0,0.572,194.0,339.0,0.572,0.0,0.0,,147.0,250.0,0.588,124.0,165.0,289.0,58.0,22.0,23.0,82.0,71.0,535.0,,,,,,,,
4439,David Dejulius,2022-23,Cincinnati,,SR,36.0,36.0,1170.0,191.0,456.0,0.419,134.0,286.0,0.469,57.0,170.0,0.335,95.0,111.0,0.856,13.0,69.0,82.0,192.0,40.0,1.0,61.0,43.0,534.0,,,,,,,,
4440,Terrence Shannon Jr.,2022-23,Illinois,,SR,31.0,30.0,996.0,159.0,360.0,0.442,109.0,204.0,0.534,50.0,156.0,0.321,166.0,210.0,0.79,38.0,106.0,144.0,87.0,39.0,15.0,80.0,73.0,534.0,,,,,,,,
4441,Bryce Pope,2022-23,UC San Diego,,JR,29.0,29.0,1028.0,196.0,455.0,0.431,140.0,278.0,0.504,56.0,177.0,0.316,85.0,108.0,0.787,14.0,114.0,128.0,44.0,35.0,13.0,40.0,46.0,533.0,,,,,,,,
4442,Dillon Jones,2022-23,Weber State,,JR,32.0,31.0,1162.0,170.0,368.0,0.462,134.0,249.0,0.538,36.0,119.0,0.303,157.0,193.0,0.813,26.0,324.0,350.0,120.0,51.0,2.0,109.0,65.0,533.0,,,,,,,,
4443,Caleb Huffman,2022-23,Nicholls State,,SR,32.0,30.0,936.0,218.0,418.0,0.522,156.0,263.0,0.593,62.0,155.0,0.4,34.0,68.0,0.5,48.0,118.0,166.0,48.0,66.0,7.0,60.0,78.0,532.0,,,,,,,,
4444,RJ Davis,2022-23,North Carolina,,JR,33.0,32.0,1153.0,179.0,409.0,0.438,116.0,235.0,0.494,63.0,174.0,0.362,111.0,126.0,0.881,20.0,147.0,167.0,106.0,36.0,2.0,62.0,96.0,532.0,,,,,,,,
4445,Tajion Jones,2022-23,UNC Asheville,,SR,36.0,36.0,1255.0,190.0,375.0,0.507,88.0,145.0,0.607,102.0,230.0,0.443,50.0,70.0,0.714,35.0,151.0,186.0,44.0,35.0,14.0,39.0,56.0,532.0,,,,,,,,
4446,Andrew Rohde,2022-23,St. Thomas,,FR,31.0,31.0,1019.0,189.0,422.0,0.448,133.0,247.0,0.538,56.0,175.0,0.32,97.0,119.0,0.815,25.0,91.0,116.0,113.0,52.0,3.0,69.0,67.0,531.0,,,,,,,,
4447,Keion Brooks Jr.,2022-23,Washington,,SR,30.0,30.0,1066.0,186.0,430.0,0.433,154.0,318.0,0.484,32.0,112.0,0.286,127.0,160.0,0.794,46.0,155.0,201.0,42.0,22.0,37.0,95.0,68.0,531.0,,,,,,,,
4448,Zyon Pullin,2022-23,UC Riverside,,SR,29.0,29.0,984.0,202.0,416.0,0.486,176.0,350.0,0.503,26.0,66.0,0.394,101.0,131.0,0.771,13.0,114.0,127.0,122.0,27.0,3.0,71.0,62.0,531.0,,,,,,,,
4449,B.J. Mack,2022-23,Wofford,,SR,32.0,32.0,996.0,191.0,388.0,0.492,139.0,233.0,0.597,52.0,155.0,0.335,96.0,119.0,0.807,36.0,142.0,178.0,44.0,19.0,14.0,45.0,53.0,530.0,,,,,,,,
4450,Maxwell Lewis,2022-23,Pepperdine,,SO,31.0,31.0,974.0,188.0,402.0,0.468,142.0,270.0,0.526,46.0,132.0,0.348,107.0,136.0,0.787,37.0,139.0,176.0,87.0,26.0,25.0,102.0,85.0,529.0,,,,,,,,
4451,Austin Crowley,2022-23,Southern Mississippi,,SR,33.0,33.0,1075.0,188.0,406.0,0.463,118.0,211.0,0.559,70.0,195.0,0.359,82.0,110.0,0.745,23.0,112.0,135.0,86.0,63.0,14.0,80.0,77.0,528.0,,,,,,,,
4452,Trey Townsend,2022-23,Oakland,,JR,32.0,32.0,1160.0,212.0,409.0,0.518,192.0,357.0,0.538,20.0,52.0,0.385,84.0,114.0,0.737,72.0,170.0,242.0,49.0,33.0,33.0,68.0,67.0,528.0,,,,,,,,
4453,Chris Ledlum,2022-23,Harvard,,SR,28.0,27.0,882.0,198.0,419.0,0.473,158.0,283.0,0.558,40.0,136.0,0.294,91.0,143.0,0.636,73.0,165.0,238.0,42.0,50.0,31.0,74.0,66.0,527.0,,,,,,,,
4454,Jake Stephens,2022-23,Chattanooga,,SR,24.0,24.0,770.0,181.0,328.0,0.552,130.0,203.0,0.64,51.0,125.0,0.408,114.0,139.0,0.82,52.0,182.0,234.0,82.0,22.0,53.0,67.0,39.0,527.0,,,,,,,,
4455,Oscar Tshiebwe,2022-23,Kentucky,,SR,32.0,30.0,1075.0,195.0,348.0,0.56,195.0,346.0,0.564,0.0,2.0,0.0,137.0,188.0,0.729,184.0,253.0,437.0,50.0,52.0,32.0,65.0,93.0,527.0,,,,,,,,
4456,Cameron Parker,2022-23,Portland State,,SR,29.0,29.0,1002.0,155.0,295.0,0.525,134.0,246.0,0.545,21.0,49.0,0.429,195.0,236.0,0.826,8.0,99.0,107.0,182.0,33.0,2.0,74.0,40.0,526.0,,,,,,,,
4457,Joseph Girard III,2022-23,Syracuse,,SR,32.0,32.0,1109.0,177.0,439.0,0.403,89.0,208.0,0.428,88.0,231.0,0.381,84.0,98.0,0.857,6.0,84.0,90.0,95.0,26.0,0.0,78.0,31.0,526.0,,,,,,,,
4458,Eric Dixon,2022-23,Villanova,,SR,34.0,34.0,1073.0,190.0,386.0,0.492,148.0,275.0,0.538,42.0,111.0,0.378,103.0,130.0,0.792,80.0,144.0,224.0,47.0,18.0,21.0,50.0,58.0,525.0,,,,,,,,
4459,Jack Nunge,2022-23,Xavier,,SR,37.0,37.0,1083.0,200.0,388.0,0.515,160.0,286.0,0.559,40.0,102.0,0.392,84.0,124.0,0.677,103.0,186.0,289.0,77.0,33.0,43.0,48.0,73.0,524.0,,,,,,,,
4460,Zhuric Phelps,2022-23,SMU,,SO,30.0,30.0,941.0,187.0,475.0,0.394,140.0,323.0,0.433,47.0,152.0,0.309,103.0,169.0,0.609,28.0,84.0,112.0,96.0,68.0,10.0,81.0,71.0,524.0,,,,,,,,
4461,Umoja Gibson,2022-23,DePaul,,SR,33.0,33.0,1135.0,168.0,396.0,0.424,79.0,182.0,0.434,89.0,214.0,0.416,98.0,113.0,0.867,19.0,72.0,91.0,154.0,61.0,5.0,85.0,82.0,523.0,,,,,,,,
4462,Erik Stevenson,2022-23,West Virginia,,SR,34.0,34.0,885.0,185.0,430.0,0.43,107.0,224.0,0.478,78.0,206.0,0.379,74.0,93.0,0.796,15.0,99.0,114.0,84.0,36.0,5.0,76.0,95.0,522.0,,,,,,,,
4463,Tre Jackson,2022-23,Western Carolina,,SR,33.0,33.0,1154.0,168.0,393.0,0.427,55.0,128.0,0.43,113.0,265.0,0.426,73.0,83.0,0.88,14.0,108.0,122.0,56.0,34.0,4.0,57.0,64.0,522.0,,,,,,,,
4464,Bryce Hopkins,2022-23,Providence,,SO,33.0,33.0,1153.0,174.0,385.0,0.452,146.0,308.0,0.474,28.0,77.0,0.364,145.0,191.0,0.759,53.0,226.0,279.0,76.0,27.0,20.0,77.0,73.0,521.0,,,,,,,,
4465,Claudell Harris Jr.,2022-23,Charleston Southern,,SO,30.0,22.0,937.0,189.0,411.0,0.46,123.0,213.0,0.577,66.0,198.0,0.333,77.0,98.0,0.786,11.0,106.0,117.0,70.0,28.0,7.0,61.0,58.0,521.0,,,,,,,,
4466,Jonathan Cisse,2022-23,Incarnate Word,,JR,31.0,23.0,1059.0,161.0,388.0,0.415,105.0,251.0,0.418,56.0,137.0,0.409,143.0,161.0,0.888,20.0,72.0,92.0,83.0,46.0,1.0,74.0,40.0,521.0,,,,,,,,
4467,Judah Mintz,2022-23,Syracuse,,FR,32.0,32.0,1071.0,181.0,409.0,0.443,161.0,343.0,0.469,20.0,66.0,0.303,139.0,185.0,0.751,11.0,61.0,72.0,148.0,59.0,4.0,76.0,67.0,521.0,,,,,,,,
4468,Stephen Clark,2022-23,The Citadel,,SR,32.0,32.0,1106.0,210.0,427.0,0.492,199.0,378.0,0.526,11.0,49.0,0.224,90.0,134.0,0.672,49.0,160.0,209.0,91.0,29.0,58.0,94.0,80.0,521.0,,,,,,,,
4469,Nelly Junior Joseph,2022-23,Iona,,JR,35.0,34.0,1112.0,192.0,349.0,0.55,192.0,344.0,0.558,0.0,5.0,0.0,136.0,218.0,0.624,124.0,202.0,326.0,39.0,42.0,52.0,66.0,96.0,520.0,,,,,,,,
4470,Hunter Tyson,2022-23,Clemson,,SR,34.0,34.0,1180.0,172.0,359.0,0.479,89.0,154.0,0.578,83.0,205.0,0.405,93.0,111.0,0.838,44.0,281.0,325.0,50.0,32.0,4.0,35.0,60.0,520.0,,,,,,,,
4471,Atin Wright,2022-23,Cal State Northridge,,SO,31.0,30.0,1016.0,153.0,388.0,0.394,91.0,199.0,0.457,62.0,189.0,0.328,151.0,175.0,0.863,21.0,77.0,98.0,54.0,42.0,1.0,66.0,64.0,519.0,,,,,,,,
4472,Khalid Moore,2022-23,Fordham,,SR,33.0,33.0,1028.0,174.0,358.0,0.486,141.0,264.0,0.534,33.0,94.0,0.351,138.0,179.0,0.771,69.0,152.0,221.0,59.0,35.0,11.0,89.0,76.0,519.0,,,,,,,,
4473,Lamar Norman Jr.,2022-23,Western Michigan,,SR,30.0,30.0,1088.0,176.0,434.0,0.406,91.0,181.0,0.503,85.0,253.0,0.336,82.0,98.0,0.837,19.0,64.0,83.0,94.0,28.0,3.0,61.0,52.0,519.0,,,,,,,,
4474,Steele Venters,2022-23,Eastern Washington,,JR,34.0,34.0,1070.0,185.0,405.0,0.457,107.0,195.0,0.549,78.0,210.0,0.371,71.0,84.0,0.845,16.0,79.0,95.0,50.0,27.0,15.0,65.0,94.0,519.0,,,,,,,,
4475,Jaden House,2022-23,High Point,,JR,30.0,27.0,864.0,175.0,405.0,0.432,141.0,283.0,0.498,34.0,122.0,0.279,134.0,207.0,0.647,28.0,88.0,116.0,68.0,22.0,4.0,86.0,74.0,518.0,,,,,,,,
4476,Jalen Cook,2022-23,Tulane,,JR,26.0,24.0,896.0,184.0,407.0,0.452,127.0,242.0,0.525,57.0,165.0,0.345,93.0,110.0,0.845,15.0,60.0,75.0,128.0,46.0,1.0,75.0,61.0,518.0,,,,,,,,
4477,Jamarius Burton,2022-23,Pittsburgh,,SR,34.0,34.0,1128.0,199.0,408.0,0.488,181.0,349.0,0.519,18.0,59.0,0.305,102.0,122.0,0.836,46.0,117.0,163.0,142.0,31.0,5.0,89.0,71.0,518.0,,,,,,,,
4478,Kobe King,2022-23,Valparaiso,,SR,32.0,32.0,1130.0,195.0,456.0,0.428,176.0,370.0,0.476,19.0,86.0,0.221,109.0,142.0,0.768,42.0,89.0,131.0,54.0,22.0,9.0,68.0,58.0,518.0,,,,,,,,
4479,Marcellus Earlington,2022-23,San Diego,,SR,30.0,23.0,864.0,181.0,370.0,0.489,144.0,266.0,0.541,37.0,104.0,0.356,119.0,151.0,0.788,68.0,137.0,205.0,44.0,28.0,6.0,67.0,88.0,518.0,,,,,,,,
4480,Justin Harmon,2022-23,Utah Valley,,JR,37.0,36.0,1051.0,192.0,424.0,0.453,156.0,318.0,0.491,36.0,106.0,0.34,97.0,133.0,0.729,26.0,113.0,139.0,106.0,48.0,9.0,112.0,89.0,517.0,,,,,,,,
4481,Wesley Cardet Jr.,2022-23,Chicago State,,SO,31.0,31.0,1052.0,164.0,362.0,0.453,132.0,269.0,0.491,32.0,93.0,0.344,156.0,192.0,0.813,53.0,103.0,156.0,97.0,32.0,20.0,95.0,81.0,516.0,,,,,,,,
4482,Josh Oduro,2022-23,George Mason,,SR,33.0,33.0,961.0,201.0,365.0,0.551,194.0,335.0,0.579,7.0,30.0,0.233,106.0,172.0,0.616,82.0,180.0,262.0,86.0,26.0,30.0,92.0,88.0,515.0,,,,,,,,
4483,Taylor Hendricks,2022-23,UCF,,FR,34.0,34.0,1179.0,184.0,385.0,0.478,123.0,230.0,0.535,61.0,155.0,0.394,86.0,110.0,0.782,80.0,157.0,237.0,46.0,31.0,59.0,48.0,68.0,515.0,,,,,,,,
4484,D'Moi Hodge,2022-23,Missouri,,SR,35.0,35.0,1020.0,178.0,373.0,0.477,78.0,123.0,0.634,100.0,250.0,0.4,58.0,79.0,0.734,25.0,110.0,135.0,56.0,91.0,17.0,27.0,86.0,514.0,,,,,,,,
4485,Isaiah Swope,2022-23,Southern Indiana,,SO,33.0,31.0,1053.0,179.0,387.0,0.463,105.0,212.0,0.495,74.0,175.0,0.423,82.0,110.0,0.745,13.0,66.0,79.0,115.0,46.0,0.0,92.0,80.0,514.0,,,,,,,,
4486,Chris Youngblood,2022-23,Kennesaw State,,JR,35.0,35.0,1098.0,168.0,362.0,0.464,87.0,167.0,0.521,81.0,195.0,0.415,96.0,117.0,0.821,48.0,115.0,163.0,64.0,37.0,14.0,45.0,89.0,513.0,,,,,,,,
4487,Christian Shumate,2022-23,McNeese State,,JR,34.0,32.0,1116.0,200.0,365.0,0.548,186.0,324.0,0.574,14.0,41.0,0.341,98.0,170.0,0.576,125.0,205.0,330.0,35.0,29.0,26.0,89.0,92.0,512.0,,,,,,,,
4488,Kahliel Spear,2022-23,Robert Morris,,SR,33.0,33.0,1086.0,196.0,388.0,0.505,179.0,329.0,0.544,17.0,59.0,0.288,103.0,159.0,0.648,76.0,197.0,273.0,62.0,36.0,46.0,56.0,58.0,512.0,,,,,,,,
4489,Leon Ayers III,2022-23,Bowling Green,,SR,31.0,29.0,934.0,187.0,395.0,0.473,146.0,296.0,0.493,41.0,99.0,0.414,97.0,120.0,0.808,40.0,85.0,125.0,96.0,29.0,10.0,66.0,53.0,512.0,,,,,,,,
4490,Primo Spears,2022-23,Georgetown,,SO,32.0,32.0,1194.0,194.0,475.0,0.408,167.0,385.0,0.434,27.0,90.0,0.3,96.0,121.0,0.793,20.0,76.0,96.0,169.0,36.0,1.0,106.0,54.0,511.0,,,,,,,,
4491,Carter Hendricksen,2022-23,North Florida,,SR,31.0,31.0,980.0,168.0,371.0,0.453,96.0,185.0,0.519,72.0,186.0,0.387,103.0,121.0,0.851,38.0,155.0,193.0,64.0,20.0,12.0,63.0,52.0,511.0,,,,,,,,
4492,Dae Dae Grant,2022-23,Duquesne,,SR,33.0,33.0,1075.0,164.0,417.0,0.393,70.0,184.0,0.38,94.0,233.0,0.403,89.0,102.0,0.873,27.0,124.0,151.0,81.0,38.0,4.0,54.0,69.0,511.0,,,,,,,,
4493,DJ Davis,2022-23,UC Irvine,,JR,34.0,34.0,949.0,160.0,399.0,0.401,72.0,180.0,0.4,88.0,219.0,0.402,102.0,116.0,0.879,17.0,54.0,71.0,45.0,28.0,0.0,48.0,47.0,510.0,,,,,,,,
4494,Sean Pedulla,2022-23,Virginia Tech,,SO,34.0,34.0,1212.0,179.0,430.0,0.416,112.0,235.0,0.477,67.0,195.0,0.344,85.0,99.0,0.859,14.0,109.0,123.0,130.0,41.0,6.0,71.0,95.0,510.0,,,,,,,,
